id,temp_ambiente,umidade,carga_termica,setpoint,temp_fria,erro,peltier_pwm,fan_pwm,potencia_estimada,modo_operacao,estavel,temp_fria_prox
866,23.14,73.18,21.12,11.36,17.86,-6.5,37.33,54.91,12.85,heating,0,16.48
867,24.61,54.04,20.78,7.88,20.48,-12.61,37.33,56.86,11.24,heating,0,19.84
868,24.72,59.47,20.55,9.4,-4.24,13.64,100.0,100.0,28.94,cooling,0,-4.51
869,25.43,61.19,20.8,11.16,19.72,-8.56,37.33,54.91,13.2,heating,0,19.19
870,28.37,59.11,22.36,9.34,27.65,-18.3,37.33,54.91,10.15,heating,0,27.77
871,23.6,57.5,20.91,10.29,12.18,-1.9,67.68,84.58,20.77,hold,0,10.96
872,22.25,48.87,25.84,10.31,15.15,-4.84,42.16,58.2,10.15,heating,0,15.21
873,20.98,69.3,26.72,9.34,18.9,-9.56,37.33,60.27,10.15,heating,0,19.02
874,22.4,72.05,19.3,11.51,7.67,3.83,92.37,100.0,26.96,cooling,0,7.52
875,23.92,45.11,32.04,9.89,11.59,-1.7,58.79,72.4,20.83,hold,0,10.46
876,27.9,50.19,18.9,9.74,-1.21,10.94,100.0,100.0,32.38,cooling,0,-1.47
877,22.86,55.94,15.17,11.88,11.22,0.66,74.14,87.96,22.13,hold,0,10.37
878,24.48,50.65,26.84,9.85,14.29,-4.43,40.49,54.91,14.6,heating,0,13.38
879,23.95,62.01,19.85,8.59,14.44,-5.86,43.02,58.14,15.68,heating,0,14.0
880,26.58,52.48,26.5,9.93,19.14,-9.21,37.33,54.91,11.88,heating,0,18.46
881,29.5,74.81,10.58,11.14,3.41,7.74,100.0,100.0,28.23,cooling,0,3.39
882,22.83,67.29,32.75,10.99,5.48,5.52,94.23,100.0,28.85,cooling,0,5.14
883,22.92,59.74,28.55,11.04,26.24,-15.2,37.33,56.88,12.0,heating,0,25.22
884,26.27,66.03,15.86,10.72,8.74,1.97,86.72,97.44,24.55,hold,0,7.87
885,25.48,66.64,15.98,8.89,11.74,-2.85,58.24,67.04,19.21,heating,0,11.24
886,28.02,53.75,34.39,11.34,9.46,1.88,74.0,85.54,23.76,hold,0,9.05
887,25.26,51.8,20.31,11.46,3.0,8.46,100.0,100.0,31.89,cooling,0,2.95
888,23.21,58.7,19.75,8.65,23.91,-15.26,37.33,54.91,12.76,heating,0,23.87
889,25.28,64.75,11.39,8.39,5.52,2.88,86.35,100.0,28.37,cooling,0,5.08
890,26.41,59.17,22.57,11.79,0.39,11.4,100.0,100.0,30.64,cooling,0,-0.22
891,25.78,45.93,23.29,11.36,6.18,5.18,91.71,100.0,28.92,cooling,0,4.76
892,25.1,51.9,28.8,11.46,-7.08,18.55,100.0,100.0,30.2,cooling,0,-6.79
893,26.32,57.53,16.45,11.43,4.46,6.97,100.0,100.0,29.83,cooling,0,3.68
894,26.54,57.52,15.74,10.05,1.75,8.3,100.0,100.0,33.68,cooling,0,2.03
895,27.0,73.33,27.25,10.47,15.31,-4.84,56.58,70.22,13.89,heating,0,15.08
896,25.4,47.4,30.5,10.06,4.27,5.79,99.13,100.0,32.49,cooling,0,4.72
897,23.63,62.0,15.44,8.08,17.62,-9.54,37.33,54.91,10.96,heating,0,17.67
898,24.31,69.6,30.94,10.87,21.99,-11.12,37.33,55.1,10.7,heating,0,20.94
899,26.62,75.64,24.84,9.9,16.71,-6.81,37.33,54.91,12.72,heating,0,16.23
900,22.21,54.98,31.0,10.47,8.19,2.29,75.83,85.89,20.77,cooling,0,7.63
901,24.79,61.89,24.21,9.89,11.24,-1.35,69.22,83.04,20.13,hold,0,10.38
902,23.13,62.5,9.89,9.85,-3.01,12.86,100.0,100.0,29.3,cooling,0,-3.67
903,24.05,59.61,23.73,8.56,8.89,-0.33,64.46,77.91,19.9,hold,1,7.86
904,26.78,57.34,30.81,8.99,2.67,6.32,99.28,100.0,29.18,cooling,0,2.17
905,24.41,61.47,19.4,8.51,15.97,-7.46,37.33,54.91,15.4,heating,0,15.88
906,,,,8.66,32.03,-23.37,37.33,54.91,15.79,heating,0,30.99
907,21.03,63.37,23.59,11.78,14.3,-2.52,60.98,73.51,15.25,heating,0,14.8
908,25.62,59.07,7.69,8.49,-6.99,15.48,100.0,100.0,32.09,cooling,0,-7.31
909,25.4,56.38,34.38,8.95,6.94,2.01,80.11,92.8,26.75,cooling,0,6.1
910,28.71,73.9,19.36,10.24,11.08,-0.83,58.83,71.03,19.74,hold,0,10.03
911,23.32,52.89,27.57,10.32,10.78,-0.45,75.93,86.09,22.46,hold,0,10.3
912,24.47,54.99,24.11,8.49,3.78,4.71,91.02,100.0,27.82,cooling,0,3.15
913,24.53,73.47,31.96,11.06,12.13,-1.07,67.34,80.63,19.7,hold,0,12.09
914,27.43,51.68,26.99,11.03,-0.59,11.62,100.0,100.0,30.16,cooling,0,-1.1
915,23.78,53.85,23.25,8.82,1.95,6.87,100.0,100.0,28.58,cooling,0,0.79
916,24.6,56.96,19.4,9.03,15.55,-6.52,38.85,54.91,12.43,heating,0,16.18
917,25.32,64.59,29.28,11.64,1.35,10.29,100.0,100.0,27.99,cooling,0,1.04
918,24.4,59.7,13.68,11.19,14.63,-3.44,53.56,65.74,16.67,heating,0,14.16
919,23.02,48.12,28.39,10.68,-1.68,12.35,100.0,100.0,28.5,cooling,0,-2.1
920,24.41,53.99,18.2,8.2,25.12,-16.92,37.33,54.91,12.61,heating,0,24.97
921,26.33,53.41,31.93,9.55,3.41,6.14,100.0,100.0,29.64,cooling,0,2.15
922,21.75,57.5,25.56,10.12,8.12,2.0,80.57,100.0,25.75,cooling,0,7.66
923,24.28,61.39,28.38,8.62,12.86,-4.23,49.99,65.5,18.16,heating,0,12.36
924,22.46,61.33,25.1,9.67,5.2,4.48,92.74,100.0,32.0,cooling,0,4.87
925,26.6,44.39,14.39,10.29,11.26,-0.97,58.78,68.7,13.58,hold,0,10.6
926,20.67,66.31,19.59,9.19,14.95,-5.76,37.33,54.91,10.53,heating,0,14.39
927,22.77,60.05,28.55,11.01,18.24,-7.23,37.33,55.8,11.59,heating,0,18.79
928,24.81,68.79,25.59,11.25,16.8,-5.55,46.34,64.79,15.82,heating,0,17.11
929,27.4,61.53,31.52,9.17,8.56,0.61,77.19,94.19,20.86,hold,0,6.52
930,23.85,66.6,26.98,11.24,8.78,2.47,86.54,98.15,25.0,cooling,0,8.79
931,22.78,61.7,18.97,8.29,30.11,-21.83,37.33,54.91,12.46,heating,0,29.56
932,28.09,68.49,19.97,11.24,18.15,-6.91,37.33,54.91,12.37,heating,0,17.62
933,20.83,62.13,25.22,8.48,2.15,6.34,96.54,100.0,30.72,cooling,0,1.05
934,19.2,57.34,11.11,8.2,10.88,-2.68,57.44,69.08,19.12,heating,0,10.0
935,24.95,75.64,34.39,10.45,7.16,3.29,87.1,100.0,27.81,cooling,0,6.31
936,22.9,64.96,27.2,9.77,8.87,0.89,73.36,90.99,23.39,hold,0,7.86
937,21.76,62.53,31.79,11.52,-0.48,12.0,100.0,100.0,31.11,cooling,0,-1.71
938,25.53,48.25,15.39,9.33,6.51,2.82,84.17,100.0,27.58,cooling,0,5.53
939,24.52,48.15,31.89,9.02,25.52,-16.49,37.33,54.91,10.15,heating,0,25.29
940,22.76,60.36,37.65,9.88,14.98,-5.1,41.31,58.66,16.48,heating,0,14.75
941,21.2,59.22,16.91,9.7,-11.27,20.97,100.0,100.0,26.59,cooling,0,-11.34
942,25.89,53.36,29.12,9.25,20.43,-11.18,37.33,54.91,10.15,heating,0,20.14
943,25.41,59.19,24.63,10.66,19.35,-8.69,37.33,54.91,11.75,heating,0,18.44
944,23.77,70.36,15.6,10.92,6.96,3.97,85.97,99.92,28.14,cooling,0,6.68
945,28.02,63.47,27.5,11.3,16.16,-4.86,43.94,58.99,10.15,heating,0,15.46
946,21.66,49.29,29.49,11.78,2.68,9.1,100.0,100.0,30.94,cooling,0,2.38
947,20.66,57.24,21.11,8.94,6.01,2.93,84.45,100.0,27.92,cooling,0,4.87
948,22.48,51.89,31.43,10.75,22.84,-12.09,37.33,54.91,14.19,heating,0,22.12
949,23.89,55.11,14.89,9.45,7.71,1.75,72.5,84.73,21.35,hold,0,7.12
950,24.52,54.91,15.89,10.59,-5.96,16.55,100.0,100.0,30.4,cooling,0,-6.01
951,23.46,54.41,25.42,9.78,9.49,0.29,68.21,83.59,20.23,hold,0,9.17
952,24.76,48.41,24.77,11.86,9.36,2.51,82.03,99.29,24.82,cooling,0,8.86
953,21.26,57.11,20.44,10.8,20.28,-9.48,37.33,54.91,10.15,heating,0,20.87
954,27.14,53.77,29.35,11.7,10.15,1.55,80.28,100.0,23.3,hold,0,8.77
955,23.81,35.48,27.72,11.23,6.43,4.8,85.86,100.0,27.63,cooling,0,5.4
956,26.43,73.95,29.63,11.5,18.97,-7.47,37.33,54.91,12.46,heating,0,18.2
957,24.74,66.51,23.9,11.14,11.06,0.08,70.08,84.79,23.01,hold,0,9.75
958,24.99,55.19,28.14,9.72,3.62,6.1,94.43,100.0,29.76,cooling,0,2.74
959,25.23,58.25,22.02,8.88,19.91,-11.02,37.33,54.91,13.61,heating,0,19.98
960,24.97,49.05,36.61,9.36,11.69,-2.33,58.58,76.63,20.33,heating,0,11.07
961,25.39,71.19,19.87,7.95,10.06,-2.1,60.31,75.28,15.61,heating,0,9.59
962,26.89,72.75,36.91,9.98,11.55,-1.57,58.59,75.89,16.87,hold,0,10.41
963,24.42,59.31,24.82,9.9,0.88,9.02,100.0,100.0,30.54,cooling,0,-0.05
964,25.54,66.0,16.59,9.98,5.52,4.46,100.0,100.0,30.95,cooling,0,4.69
965,23.79,59.45,32.61,11.79,10.06,1.72,77.23,89.82,22.83,hold,0,9.88
966,27.13,47.78,25.36,11.53,8.37,3.17,87.61,100.0,29.11,cooling,0,7.03
967,22.52,54.92,29.59,8.52,20.91,-12.39,37.33,54.91,16.16,heating,0,20.34
968,27.92,59.12,31.77,9.35,11.89,-2.54,56.02,70.05,18.18,heating,0,12.19
969,23.9,54.59,26.59,9.57,17.34,-7.77,37.33,54.91,12.37,heating,0,16.87
970,20.87,56.41,21.16,9.32,10.11,-0.79,60.62,74.56,20.88,hold,0,8.66
971,24.27,57.39,30.32,11.08,19.06,-7.98,37.33,54.91,10.15,heating,0,19.43
972,22.51,57.48,24.62,9.98,13.43,-3.45,54.77,68.82,17.49,heating,0,13.43
973,25.82,58.5,28.63,10.17,10.14,0.03,67.53,86.71,23.22,hold,0,10.22
974,22.57,49.91,12.04,11.3,9.92,1.38,64.02,76.57,18.92,hold,0,8.66
975,23.02,52.56,27.23,11.11,1.87,9.24,100.0,100.0,28.55,cooling,0,2.05
976,19.87,48.18,20.89,8.4,14.36,-5.96,40.0,54.91,12.63,heating,0,13.69
977,23.0,65.65,34.28,10.74,9.69,1.05,82.0,98.26,25.48,hold,0,8.88
978,18.71,41.84,28.26,9.62,5.74,3.88,91.28,100.0,26.57,cooling,0,4.73
979,20.54,67.01,26.02,9.05,19.49,-10.44,37.33,54.91,16.39,heating,0,19.61
980,25.65,68.8,27.46,8.07,-0.66,8.73,100.0,100.0,30.04,cooling,0,-1.22
981,25.7,55.77,18.79,9.83,6.42,3.41,83.46,96.5,23.73,cooling,0,6.21
982,24.92,38.0,34.1,9.3,18.82,-9.52,37.33,54.91,12.01,heating,0,18.6
983,21.88,55.31,36.25,8.88,12.73,-3.85,55.48,68.18,19.46,heating,0,12.31
984,23.89,57.6,26.91,10.66,9.62,1.04,75.16,90.5,23.58,hold,0,8.68
985,23.98,50.3,33.91,10.96,12.18,-1.21,69.6,81.02,22.85,hold,0,12.62
986,21.46,54.12,21.3,8.85,11.56,-2.71,49.83,62.84,14.2,heating,0,10.53
987,27.27,69.91,19.96,8.07,-2.94,11.01,100.0,100.0,33.98,cooling,0,-3.13
988,25.9,63.23,24.86,11.28,7.04,4.24,94.8,100.0,30.56,cooling,0,6.66
989,23.51,50.96,27.16,7.91,23.85,-15.94,37.33,54.91,14.29,heating,0,24.05
990,24.05,45.77,22.32,11.64,4.39,7.24,100.0,100.0,31.73,cooling,0,4.48
991,24.44,55.58,27.76,10.39,7.31,3.08,85.89,100.0,28.42,cooling,0,6.72
992,19.54,56.45,26.41,9.16,5.4,3.76,90.78,100.0,26.49,cooling,0,5.04
993,23.45,61.93,18.79,8.86,9.29,-0.43,63.55,83.17,19.08,hold,0,9.82
994,22.5,53.97,27.65,7.91,5.04,2.86,90.69,100.0,30.9,cooling,0,4.45
995,21.81,62.05,29.66,8.82,14.19,-5.38,37.33,54.91,15.32,heating,0,13.44
996,23.38,73.04,25.62,8.42,11.72,-3.29,57.69,74.11,16.01,heating,0,11.18
997,27.91,64.4,31.35,10.33,16.64,-6.31,42.54,56.66,14.26,heating,0,15.79
998,25.39,57.73,17.51,8.54,1.04,7.5,100.0,100.0,30.14,cooling,0,0.72
999,22.74,56.69,27.35,10.0,7.12,2.88,94.29,100.0,27.89,cooling,0,7.02
1000,25.24,55.35,17.79,10.24,8.1,2.14,81.87,100.0,26.13,cooling,0,7.56
1001,27.04,67.21,18.11,9.07,13.93,-4.86,48.98,69.5,17.98,heating,0,12.89
1002,26.01,53.26,20.94,8.01,3.25,4.76,86.18,100.0,27.76,cooling,0,3.35
1003,24.12,58.45,19.12,8.02,17.86,-9.84,37.33,54.91,11.56,heating,0,16.72
1004,22.58,58.5,21.42,7.98,20.17,-12.2,37.33,54.91,13.23,heating,0,19.08
1005,25.51,54.23,23.37,10.84,1.58,9.27,100.0,100.0,30.28,cooling,0,0.96
1006,24.85,47.5,29.51,9.15,5.83,3.32,81.6,100.0,26.31,cooling,0,5.52
1007,25.94,60.59,22.74,11.07,5.48,5.59,94.85,100.0,32.25,cooling,0,5.15
1008,25.37,57.63,15.36,9.61,32.54,-22.93,37.33,54.91,10.15,heating,0,31.99
1009,26.28,61.96,31.28,9.69,6.35,3.34,91.82,100.0,30.14,cooling,0,6.71
1010,22.82,53.98,19.73,9.93,24.37,-14.44,37.33,54.91,10.15,heating,0,24.0
1011,26.86,67.52,24.28,10.74,-0.8,11.54,100.0,100.0,33.46,cooling,0,-0.73
1012,24.42,51.33,27.23,8.97,1.57,7.4,100.0,100.0,29.73,cooling,0,1.42
1013,28.51,71.32,25.79,8.36,4.16,4.2,86.31,100.0,24.46,cooling,0,3.14
1014,22.49,44.61,31.01,10.11,2.8,7.31,100.0,100.0,32.39,cooling,0,2.11
1015,27.77,61.46,27.42,9.18,7.74,1.44,69.94,85.36,22.71,hold,0,8.5
1016,24.42,61.77,19.59,9.65,3.97,5.68,95.27,100.0,27.58,cooling,0,3.17
1017,22.57,51.96,37.34,10.47,3.02,7.45,100.0,100.0,28.49,cooling,0,2.08
1018,22.94,61.38,25.75,9.86,19.93,-10.08,37.33,54.91,11.82,heating,0,19.71
1019,23.29,67.98,23.76,10.36,20.49,-10.13,37.33,54.91,10.15,heating,0,19.94
1020,24.91,40.99,30.25,10.06,18.15,-8.09,37.33,54.91,10.15,heating,0,17.51
1021,25.13,61.98,26.08,10.84,14.51,-3.67,50.73,67.39,16.45,heating,0,13.97
1022,22.74,38.85,26.95,10.71,10.82,-0.12,73.59,85.59,21.14,hold,0,11.04
1023,23.94,50.65,39.17,10.02,5.78,4.24,90.04,100.0,28.87,cooling,0,5.17
1024,28.66,70.68,23.01,10.6,1.88,8.72,100.0,100.0,33.98,cooling,0,0.75
1025,27.76,53.61,22.76,11.38,13.13,-1.75,66.97,79.34,20.79,hold,0,12.0
1026,24.94,49.04,25.3,9.61,-0.0,9.61,100.0,100.0,31.26,cooling,0,0.6
1027,24.07,56.57,30.88,9.53,1.53,8.0,100.0,100.0,35.04,cooling,0,0.87
1028,24.25,74.06,15.82,10.94,19.89,-8.95,37.33,54.98,10.15,heating,0,19.82
1029,25.33,43.96,13.14,10.21,26.28,-16.07,37.33,57.16,14.58,heating,0,25.5
1030,21.76,49.98,21.19,8.16,13.39,-5.24,39.42,54.91,14.97,heating,0,13.33
1031,23.43,69.66,15.08,11.46,19.49,-8.03,37.33,54.91,13.91,heating,0,19.93
1032,20.35,72.44,22.14,7.99,7.93,0.07,69.97,84.17,24.57,hold,1,7.15
1033,24.86,57.3,27.55,10.88,-1.41,12.29,100.0,100.0,31.56,cooling,0,-1.65
1034,25.4,48.53,19.42,10.92,15.26,-4.34,52.23,65.78,15.5,heating,0,14.24
1035,22.94,74.28,16.29,11.7,14.9,-3.2,58.09,74.38,20.62,heating,0,15.49
1036,27.42,70.41,25.02,8.09,10.64,-2.56,47.71,61.88,17.58,heating,0,10.64
1037,21.32,63.34,29.66,10.27,7.96,2.31,77.42,87.78,26.44,cooling,0,7.24
1038,20.8,51.83,14.72,9.59,18.26,-8.67,37.33,60.95,12.29,heating,0,17.79
1039,24.48,57.72,29.41,9.2,1.6,7.6,100.0,100.0,29.57,cooling,0,0.8
1040,26.27,56.86,29.39,8.23,3.41,4.82,96.37,100.0,30.29,cooling,0,2.68
1041,27.66,60.65,30.19,10.13,1.41,8.72,100.0,100.0,32.88,cooling,0,-0.29
1042,22.99,69.3,31.74,9.8,10.76,-0.96,62.25,78.03,21.72,hold,0,10.33
1043,26.34,64.89,37.48,8.29,0.73,7.56,100.0,100.0,30.14,cooling,0,0.17
1044,23.91,49.78,22.54,10.33,4.18,6.15,89.24,98.57,28.4,cooling,0,3.93
1045,23.61,68.73,25.26,10.84,4.0,6.84,100.0,100.0,28.38,cooling,0,3.13
1046,25.92,60.52,22.19,10.95,7.8,3.15,83.04,100.0,27.88,cooling,0,6.95
1047,25.41,63.4,24.63,11.51,-2.69,14.2,100.0,100.0,29.43,cooling,0,-3.13
1048,20.55,69.42,33.57,9.52,10.78,-1.26,61.07,77.17,20.89,hold,0,9.55
1049,27.21,49.52,16.77,11.7,20.69,-8.99,37.33,55.64,10.15,heating,0,20.52
1050,27.0,57.82,19.59,11.35,11.19,0.16,64.65,79.18,22.46,hold,0,9.93
1051,22.63,54.0,32.66,9.06,23.21,-14.15,37.33,54.91,12.84,heating,0,23.38
1052,24.85,46.0,30.58,8.51,21.44,-12.93,37.33,55.6,10.64,heating,0,21.47
1053,25.07,60.78,22.5,9.62,16.68,-7.06,37.33,57.32,13.58,heating,0,16.01
1054,24.56,77.49,29.61,9.49,10.67,-1.18,59.49,78.39,17.67,hold,0,10.68
1055,22.79,43.89,26.61,10.18,10.22,-0.04,69.07,80.87,23.22,hold,0,9.84
1056,22.53,57.85,33.38,10.22,16.56,-6.35,37.33,54.91,11.65,heating,0,15.8
1057,23.93,63.04,25.06,10.88,6.68,4.2,86.94,100.0,23.64,cooling,0,5.15
1058,26.55,59.05,30.61,9.92,-6.07,15.99,100.0,100.0,29.04,cooling,0,-6.26
1059,25.18,57.23,40.05,8.29,14.24,-5.95,43.52,59.69,13.2,heating,0,13.62
1060,23.18,48.07,28.11,11.32,0.36,10.96,100.0,100.0,33.74,cooling,0,0.36
1061,25.67,59.9,24.91,9.12,1.8,7.31,100.0,100.0,32.8,cooling,0,1.29
1062,17.78,52.26,28.84,11.77,10.03,1.74,73.72,93.78,26.37,hold,0,9.1
1063,26.49,41.19,22.49,8.34,9.22,-0.87,59.38,73.39,22.12,hold,0,9.87
1064,20.2,67.32,38.57,11.72,-2.04,13.77,100.0,100.0,29.93,cooling,0,-2.31
1065,23.2,65.5,25.67,8.24,11.44,-3.21,50.66,66.74,15.82,heating,0,9.35
1066,21.55,58.5,23.03,8.8,18.29,-9.49,37.33,57.98,11.38,heating,0,17.74
1067,21.17,59.87,19.74,8.06,0.38,7.67,99.66,100.0,29.56,cooling,0,-0.89
1068,26.52,66.39,31.03,10.7,20.91,-10.21,37.33,54.91,10.15,heating,0,20.25
1069,22.97,59.83,29.68,11.29,-3.31,14.6,100.0,100.0,30.97,cooling,0,-3.86
1070,24.75,65.08,21.72,9.61,28.13,-18.52,37.33,54.91,10.15,heating,0,27.87
1071,23.89,55.8,27.99,11.6,6.51,5.09,94.65,100.0,29.33,cooling,0,6.05
1072,25.03,68.23,15.81,10.24,11.28,-1.03,69.9,82.13,26.2,hold,0,11.39
1073,24.16,60.58,25.7,10.4,-6.15,16.55,100.0,100.0,29.98,cooling,0,-6.22
1074,21.19,59.6,27.26,11.27,9.5,1.77,90.57,100.0,28.56,hold,0,9.11
1075,26.16,48.3,34.59,9.06,11.98,-2.92,56.07,69.9,19.63,heating,0,11.81
1076,22.91,60.32,20.12,9.29,9.29,0.0,75.31,93.61,24.15,hold,0,9.46
1077,20.6,51.68,17.15,11.51,5.22,6.3,100.0,100.0,31.58,cooling,0,4.37
1078,23.06,53.17,19.39,11.49,1.94,9.55,100.0,100.0,30.28,cooling,0,1.21
1079,27.26,51.81,16.81,11.8,19.7,-7.9,37.33,54.91,11.74,heating,0,18.52
1080,25.84,49.87,32.43,11.5,10.29,1.2,77.67,94.64,22.38,hold,0,10.36
1081,23.23,74.5,33.66,8.38,23.2,-14.82,37.33,56.41,13.89,heating,0,22.79
1082,23.23,68.38,26.49,11.18,5.53,5.65,95.4,100.0,26.14,cooling,0,6.4
1083,23.29,72.93,31.75,9.52,6.31,3.21,86.86,100.0,29.0,cooling,0,5.58
1084,28.52,48.66,25.4,11.85,17.0,-5.15,50.43,61.0,13.32,heating,0,16.77
1085,24.82,58.65,24.06,9.77,-3.85,13.62,100.0,100.0,32.93,cooling,0,-4.0
1086,24.93,48.11,22.68,10.1,-0.35,10.44,100.0,100.0,30.29,cooling,0,-1.39
1087,26.24,52.73,22.81,10.0,19.41,-9.41,37.33,55.7,10.15,heating,0,19.36
1088,24.51,51.01,15.58,9.16,0.01,9.15,100.0,100.0,32.16,cooling,0,-0.48
1089,23.43,67.67,26.16,8.17,-5.52,13.69,100.0,100.0,32.86,cooling,0,-6.1
1090,23.56,55.04,24.38,11.47,26.01,-14.54,37.33,54.91,11.32,heating,0,26.17
1091,,,,11.1,-1.89,12.98,100.0,100.0,32.44,cooling,0,-2.82
1092,23.91,62.76,25.17,8.43,11.6,-3.17,51.71,59.78,11.94,heating,0,11.47
1093,25.58,75.88,23.67,10.99,10.62,0.37,80.55,95.85,22.52,hold,0,10.84
1094,24.1,46.68,19.53,10.39,-14.0,24.39,100.0,100.0,33.58,cooling,0,-14.59
1095,25.59,67.82,25.04,9.51,7.74,1.77,72.15,84.79,22.2,hold,0,7.23
1096,23.81,66.95,28.93,8.89,13.86,-4.97,52.78,66.71,13.11,heating,0,14.71
1097,24.16,50.59,17.94,11.33,13.06,-1.73,67.32,81.92,19.8,hold,0,12.85
1098,19.63,65.88,25.13,10.68,17.76,-7.07,37.33,54.91,10.35,heating,0,17.17
1099,25.99,60.7,25.98,10.07,6.72,3.35,86.55,98.89,26.63,cooling,0,6.64
1100,24.75,56.34,20.43,10.32,16.12,-5.8,38.8,54.91,11.9,heating,0,15.62
1101,26.17,51.74,21.19,8.24,4.14,4.1,91.91,100.0,28.93,cooling,0,2.88
1102,17.68,52.55,25.97,9.78,-2.03,11.8,100.0,100.0,30.86,cooling,0,-1.95
1103,28.54,73.92,18.0,8.65,-1.07,9.71,100.0,100.0,33.72,cooling,0,-2.02
1104,23.69,58.11,26.66,8.71,-2.47,11.18,100.0,100.0,31.85,cooling,0,-1.72
1105,26.41,64.14,19.39,10.53,18.66,-8.13,37.33,55.09,13.11,heating,0,18.2
1106,21.72,51.99,30.83,11.53,-2.92,14.45,100.0,100.0,33.33,cooling,0,-2.36
1107,25.33,52.08,38.27,9.49,12.37,-2.88,53.74,70.88,16.34,heating,0,11.41
1108,21.69,66.45,19.59,8.71,7.76,0.95,69.32,87.79,19.27,hold,0,7.85
1109,22.63,47.68,27.74,10.48,9.15,1.33,75.86,80.94,26.17,hold,0,8.91
1110,28.16,54.89,20.38,11.37,21.69,-10.32,37.33,54.91,12.47,heating,0,21.86
1111,23.57,58.36,30.7,10.88,6.28,4.6,95.61,100.0,29.96,cooling,0,6.16
1112,24.46,58.96,17.23,11.36,15.26,-3.9,61.37,76.01,18.14,heating,0,14.58
1113,25.89,56.72,27.43,10.03,10.35,-0.32,70.7,85.68,20.98,hold,1,9.3
1114,25.07,61.16,19.52,10.89,8.73,2.16,86.56,94.11,28.66,cooling,0,8.17
1115,24.32,63.45,23.41,8.43,29.69,-21.26,37.33,58.1,14.17,heating,0,29.33
1116,24.79,63.77,18.6,9.27,-2.29,11.56,100.0,100.0,32.57,cooling,0,-2.99
1117,29.23,50.49,29.42,9.44,21.05,-11.62,37.33,54.91,13.78,heating,0,20.98
1118,23.86,55.91,19.73,9.93,15.64,-5.72,44.07,63.47,15.36,heating,0,15.53
1119,24.43,67.32,27.84,11.6,5.93,5.67,93.41,100.0,29.29,cooling,0,4.91
1120,26.28,65.01,22.61,11.38,23.96,-12.58,37.33,54.91,11.85,heating,0,23.83
1121,26.4,47.5,23.95,8.41,-5.77,14.18,100.0,100.0,33.42,cooling,0,-6.26
1122,26.58,60.81,25.48,8.56,5.57,3.0,87.26,100.0,26.43,cooling,0,4.77
1123,25.38,42.83,20.17,9.31,-0.3,9.61,100.0,100.0,31.74,cooling,0,-0.4
1124,21.5,58.46,25.85,9.04,13.55,-4.51,49.73,66.71,14.31,heating,0,12.83
1125,27.55,72.75,33.56,10.34,0.51,9.83,100.0,100.0,29.68,cooling,0,-0.17
1126,21.49,50.78,20.08,11.5,13.73,-2.23,55.65,72.37,17.22,heating,0,13.37
1127,24.65,51.66,31.46,11.74,8.44,3.3,88.52,100.0,25.95,cooling,0,8.56
1128,22.35,64.0,33.37,10.5,5.93,4.57,100.0,100.0,32.6,cooling,0,5.36
1129,23.85,46.19,19.85,11.24,13.35,-2.11,64.53,79.85,17.66,heating,0,13.18
1130,24.71,53.22,16.12,9.98,7.73,2.25,83.91,97.09,26.37,cooling,0,7.08
1131,24.69,62.7,26.38,8.71,0.72,7.99,100.0,100.0,31.27,cooling,0,0.16
1132,24.91,53.2,21.42,9.98,33.98,-24.0,37.33,54.91,10.15,heating,0,33.4
1133,27.51,56.28,35.53,10.1,5.86,4.24,88.64,100.0,26.71,cooling,0,5.56
1134,24.98,63.85,24.82,10.85,-8.93,19.79,100.0,100.0,31.51,cooling,0,-9.4
1135,23.46,61.35,19.94,8.75,2.83,5.92,98.99,100.0,31.56,cooling,0,2.92
1136,26.09,60.16,17.92,9.35,-0.81,10.16,100.0,100.0,30.59,cooling,0,-1.45
1137,26.58,55.48,30.99,9.33,17.09,-7.76,37.33,54.91,13.55,heating,0,16.06
1138,21.31,60.96,21.28,11.73,12.78,-1.05,62.36,79.11,19.49,hold,0,13.7
1139,25.29,57.14,24.88,9.65,13.44,-3.78,47.06,58.79,15.15,heating,0,13.04
1140,25.52,61.63,30.2,10.91,6.87,4.04,99.91,100.0,31.48,cooling,0,6.9
1141,23.34,54.26,21.79,10.89,7.64,3.25,83.98,96.45,28.05,cooling,0,7.82
1142,26.99,56.69,24.35,8.94,6.86,2.08,81.16,95.49,24.0,cooling,0,6.92
1143,23.66,50.46,24.52,10.17,9.34,0.83,76.42,89.43,22.95,hold,0,8.76
1144,24.26,57.83,28.61,11.47,17.17,-5.71,37.33,56.21,10.86,heating,0,17.08
1145,23.61,51.84,28.07,9.78,12.9,-3.12,60.56,76.1,18.5,heating,0,11.87
1146,24.02,49.5,23.33,11.67,14.31,-2.64,60.0,80.55,21.85,heating,0,14.9
1147,21.6,60.1,24.99,8.73,14.3,-5.57,49.95,66.16,17.13,heating,0,13.52
1148,20.85,59.74,22.45,8.17,17.59,-9.42,37.33,54.91,10.15,heating,0,17.16
1149,27.47,64.14,15.99,11.45,12.49,-1.04,65.3,83.46,19.39,hold,0,12.19
1150,22.14,54.77,26.12,11.28,13.1,-1.82,61.09,71.57,20.07,hold,0,12.61
1151,21.83,61.25,35.67,11.86,20.19,-8.33,37.33,54.91,10.39,heating,0,19.53
